0.25,0,0,0.2998,0.7557,0.4293,0.441,0.0345,29
0,1,0,0.2998,0.7557,0.4293,0.441,0.0345,29
0.75,0.5,0,0.2998,0.7557,0.4293,0.441,0.0345,29
0,6|ConstantRescaler[y-min:0.0#y-max:1000.0#x-min:0.0#persistence-provider:inherit: ecd.default-log-persistence-provider #x-max:1.0,200,0.2998,0.7557,0.4293,0.441,0.0345,29
0.75,1,0,0.2998,0.7557,0.4293,0.441,0.0345,29
0,1,100,0.2998,0.7557,0.4293,0.441,0.0345,29
0,6|ConstantRescaler[y-min:0.0#y-max:1000.0#x-min:0.0#persistence-provider:inherit: ecd.default-log-persistence-provider #x-max:1.0,100,0.2998,0.7557,0.4293,0.441,0.0345,29
0.25,1,100,0.2998,0.7557,0.4293,0.441,0.0345,29
0.25,0.25,0,0.2998,0.7557,0.4293,0.441,0.0345,29
1,0.5,0,0.2998,0.7557,0.4293,0.441,0.0345,29
0.75,6|ConstantRescaler[y-min:0.0#y-max:1000.0#x-min:0.0#persistence-provider:inherit: ecd.default-log-persistence-provider #x-max:1.0,0,0.2998,0.7557,0.4293,0.441,0.0345,29
1,0,0,0.2998,0.7557,0.4293,0.441,0.0345,29
0.5,0.5,0,0.2998,0.7557,0.4293,0.441,0.0345,29
0.5,1,100,0.2998,0.7557,0.4293,0.441,0.0345,29
0.75,0,0,0.2998,0.7557,0.4293,0.441,0.0345,29
0.5,0.25,0,0.2998,0.7557,0.4293,0.441,0.0345,29
0.5,0.75,0,0.2998,0.7557,0.4293,0.441,0.0345,29
0.5,6|ConstantRescaler[y-min:0.0#y-max:1000.0#x-min:0.0#persistence-provider:inherit: ecd.default-log-persistence-provider #x-max:1.0,100,0.2998,0.7557,0.4293,0.441,0.0345,29
0,0,0,0.2998,0.7557,0.4293,0.441,0.0345,29
0.25,6|ConstantRescaler[y-min:0.0#y-max:1000.0#x-min:0.0#persistence-provider:inherit: ecd.default-log-persistence-provider #x-max:1.0,0,0.2998,0.7557,0.4293,0.441,0.0345,29
0.25,0.75,0,0.2998,0.7557,0.4293,0.441,0.0345,29
0.75,6|ConstantRescaler[y-min:0.0#y-max:1000.0#x-min:0.0#persistence-provider:inherit: ecd.default-log-persistence-provider #x-max:1.0,100,0.2999,0.7554,0.4293,0.4412,0.0345,29
0,0.75,0,0.2998,0.7557,0.4293,0.441,0.0345,29
0,6|ConstantRescaler[y-min:0.0#y-max:1000.0#x-min:0.0#persistence-provider:inherit: ecd.default-log-persistence-provider #x-max:1.0,0,0.2998,0.7557,0.4293,0.441,0.0345,29
0.5,1,0,0.2998,0.7557,0.4293,0.441,0.0345,29
0.75,1,100,0.2998,0.7557,0.4293,0.4411,0.0345,29
0.25,6|ConstantRescaler[y-min:0.0#y-max:1000.0#x-min:0.0#persistence-provider:inherit: ecd.default-log-persistence-provider #x-max:1.0,100,0.2998,0.7557,0.4293,0.441,0.0345,29
0,0.25,0,0.2998,0.7557,0.4293,0.441,0.0345,29
1,0.75,0,0.2998,0.7557,0.4293,0.441,0.0345,29
0.75,0.25,0,0.2998,0.7557,0.4293,0.441,0.0345,29
0.5,0,0,0.2998,0.7557,0.4293,0.441,0.0345,29
0.25,1,0,0.2998,0.7557,0.4293,0.441,0.0345,29
0.25,0.5,0,0.2998,0.7557,0.4293,0.441,0.0345,29
